,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,booking_ratio,total_amenities
30074,within an hour,100,100,f,t,t,Clinton Hill,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,1.0,203.0,3,365,3.0,4.49,4.44,4.74,4.74,4.85,4.41,t,0.1260273972602739,32
30077,within an hour,100,79,f,t,t,Upper West Side,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,137.0,2,365,2.0,4.88,4.88,4.69,4.88,4.77,4.73,f,0.6438356164383562,44
30079,within an hour,95,99,t,t,t,Midtown,Room in hotel,Private room,2,1.0,1 shared bath,1.0,1.0,290.0,1,365,1.0,4.96,5.0,4.93,4.96,4.85,4.93,t,0.2273972602739726,39
30080,within an hour,95,99,t,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,269.0,1,365,1.0,4.92,4.92,4.92,4.92,4.83,4.83,t,0.2520547945205479,20
30081,within an hour,95,99,t,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,300.0,1,365,1.0,4.92,4.92,4.89,4.92,4.84,4.76,t,0.2356164383561644,19
30083,within an hour,95,99,t,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,247.0,1,365,1.0,5.0,5.0,5.0,5.0,5.0,4.33,t,0.284931506849315,19
30084,within an hour,95,99,t,t,t,Midtown,Room in hotel,Private room,1,1.0,1 bath,1.0,1.0,225.0,1,365,1.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.2657534246575342,18
30085,within an hour,95,99,t,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,261.0,1,365,1.0,4.95,4.95,4.84,4.84,4.95,4.89,t,0.2712328767123287,19
30087,within an hour,95,99,t,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,346.0,1,365,2.0,5.0,4.92,5.0,5.0,5.0,4.92,t,0.2630136986301369,20
30094,within an hour,95,99,t,t,t,Midtown,Room in hotel,Private room,4,1.0,1 bath,1.0,2.0,390.0,1,365,2.0,4.73,4.82,4.82,4.64,4.73,4.73,t,0.4054794520547945,19
30129,within an hour,100,79,t,t,t,Chelsea,Private room in condo,Private room,2,2.0,2 baths,2.0,3.0,700.0,5,365,5.0,5.0,5.0,4.0,5.0,5.0,4.5,f,0.4630136986301369,57
30131,within an hour,100,64,t,t,t,Sunset Park,Entire guesthouse,Entire home/apt,6,1.0,1 bath,1.0,2.0,179.0,1,365,1.0,4.91,4.9,4.74,4.96,4.83,4.84,f,0.5041095890410959,52
30132,within an hour,100,100,f,t,t,Brownsville,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,100.0,3,365,3.0,4.57,4.86,4.43,4.71,4.24,4.43,t,0.3041095890410959,26
30133,within an hour,100,100,t,t,t,Theater District,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,430.0,30,365,30.0,5.0,5.0,4.92,5.0,5.0,4.77,f,0.284931506849315,37
30136,within an hour,100,100,t,t,t,Bay Ridge,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,168.0,2,1125,2.0,4.81,4.68,4.87,4.89,4.84,4.75,f,0.1315068493150684,28
30141,within a few hours,100,86,t,t,f,Ditmars Steinway,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,130.0,5,22,5.0,5.0,4.75,4.88,4.94,4.69,4.81,f,0.6191780821917808,21
30142,within an hour,100,100,t,t,t,East Flatbush,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,109.0,1,27,1.0,4.78,4.96,4.81,4.85,4.52,4.63,f,0.336986301369863,31
30151,within an hour,100,92,t,t,t,Harlem,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,299.0,2,365,2.0,5.0,5.0,5.0,5.0,4.67,5.0,f,0.5178082191780822,54
30152,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,479.0,4,60,4.0,4.97,5.0,5.0,5.0,4.77,4.77,f,0.0301369863013698,52
30158,within an hour,100,100,f,t,t,Chelsea,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,229.0,2,14,2.0,5.0,5.0,5.0,5.0,5.0,4.83,f,0.6273972602739726,45
30160,within a few hours,100,74,t,t,t,Hell's Kitchen,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,961.0,7,365,7.0,5.0,4.9,5.0,4.9,4.9,4.9,f,0.6520547945205479,61
30176,within an hour,97,99,f,t,t,Flushing,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,230.0,1,365,1.0,4.2,4.48,4.32,4.2,4.3,4.02,t,0.4164383561643835,20
30177,within an hour,97,99,f,t,t,Flushing,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,224.0,1,365,1.0,4.67,4.77,4.78,4.78,4.63,4.55,t,0.4301369863013699,20
30187,within an hour,100,76,f,t,t,Todt Hill,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,116.0,2,60,2.0,5.0,5.0,5.0,4.77,4.92,4.92,f,0.5972602739726027,54
30190,within a few hours,100,88,t,t,t,Marble Hill,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,132.0,2,730,2.0,4.87,4.96,4.96,5.0,4.74,4.7,f,0.0986301369863013,44
30191,within an hour,100,99,f,t,t,East Elmhurst,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,99.0,1,365,1.0,4.09,4.09,4.36,4.09,4.27,3.82,t,0.2876712328767123,33
30195,within an hour,100,99,f,t,t,East Elmhurst,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,99.0,1,365,1.0,4.22,4.44,4.44,4.56,4.11,4.0,t,0.2986301369863013,33
30197,within an hour,100,100,t,t,t,Harlem,Entire townhouse,Entire home/apt,2,1.0,1 bath,2.0,2.0,352.0,3,28,3.0,4.9,4.85,4.88,4.95,4.83,4.76,f,0.4027397260273972,75
30200,within an hour,97,90,t,t,t,Financial District,Entire rental unit,Entire home/apt,12,2.5,2.5 baths,5.0,5.0,1729.0,2,365,2.0,5.0,4.93,4.86,4.93,5.0,4.86,f,0.3698630136986301,69
30223,within an hour,100,87,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,546.0,1,28,1.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.673972602739726,27
30245,within an hour,100,79,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,307.0,3,365,3.0,4.38,4.67,4.76,4.73,4.71,4.47,f,0.1972602739726027,37
30253,within an hour,100,99,t,t,t,Bushwick,Entire guesthouse,Entire home/apt,2,1.0,1 bath,2.0,2.0,259.0,2,28,2.0,4.79,4.79,4.97,4.68,4.44,4.65,f,0.2301369863013698,44
30258,within an hour,100,100,f,t,f,Bath Beach,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,105.0,1,29,1.0,4.67,4.8,4.6,4.53,4.87,4.8,t,0.3534246575342465,6
30262,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Entire guest suite,Entire home/apt,2,1.0,1 bath,2.0,3.0,209.0,3,14,3.0,4.83,4.83,4.97,5.0,4.47,4.77,t,0.1506849315068493,23
30265,within an hour,100,98,t,t,t,Bushwick,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,110.0,2,45,2.0,5.0,4.96,5.0,4.96,4.72,4.92,f,0.673972602739726,32
30279,within an hour,98,100,f,t,t,Financial District,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,358.0,1,1125,1.0,4.14,4.71,4.14,4.14,4.29,4.14,t,0.2712328767123287,28
30283,within an hour,100,100,f,t,t,Prospect-Lefferts Gardens,Entire home,Entire home/apt,6,1.0,1 bath,3.0,4.0,279.0,3,27,3.0,4.48,4.36,4.82,4.85,4.36,4.33,t,0.5643835616438356,42
30292,within an hour,100,100,t,t,t,Canarsie,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,174.0,3,28,3.0,4.96,4.96,5.0,5.0,4.8,4.84,f,0.6054794520547945,46
30300,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,3,2.0,2 baths,1.0,2.0,72.0,1,365,1.0,4.29,4.62,4.43,4.48,4.81,4.1,t,0.4301369863013699,33
30319,within an hour,100,100,t,t,t,Jamaica,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,149.0,1,25,5.0,4.87,4.96,4.91,4.91,4.42,4.71,t,0.0,49
30324,within a day,50,0,f,t,t,"Bay Terrace, Staten Island",Private room in townhouse,Private room,2,1.5,1.5 baths,1.0,1.0,136.0,2,90,2.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.4,37
30354,within an hour,100,100,f,t,t,Kips Bay,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,1.0,219.0,3,365,3.0,4.47,4.37,4.65,4.79,4.88,4.23,t,0.2,35
30361,within an hour,100,98,t,t,t,Jackson Heights,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,104.0,3,29,3.0,4.64,4.61,4.82,4.86,4.71,4.61,f,0.6465753424657534,55
30375,within a few hours,100,99,t,t,t,Bushwick,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,150.0,5,21,5.0,4.9,4.94,4.98,5.0,4.63,4.9,f,0.5123287671232877,26
30377,within a few hours,100,99,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,135.0,5,21,5.0,5.0,4.98,4.93,5.0,4.76,4.98,f,0.4410958904109589,26
30379,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,151.0,5,21,5.0,4.93,4.87,4.96,4.96,4.63,4.91,f,0.3205479452054794,25
30380,within an hour,100,96,t,t,t,Crown Heights,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,200.0,2,365,2.0,4.88,4.92,4.72,4.96,4.68,4.84,f,0.2821917808219178,49
30383,within an hour,100,100,t,t,t,Flushing,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,191.0,1,14,1.0,4.6,4.78,4.6,4.8,4.3,4.2,t,0.4684931506849315,48
30391,within an hour,100,97,f,t,t,East Harlem,Entire home,Entire home/apt,12,3.5,4 baths,4.0,6.0,422.0,3,365,3.0,4.45,4.5,4.45,4.73,4.45,4.45,t,0.1342465753424657,52
30397,within an hour,100,100,t,t,t,Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,178.0,1,30,1.0,4.71,4.68,4.9,4.78,4.9,4.68,t,0.4821917808219178,20
30399,within an hour,100,100,t,t,f,Canarsie,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,3.0,139.0,2,28,2.0,4.77,4.94,4.94,4.8,4.63,4.77,t,0.136986301369863,43
30404,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,217.0,2,365,2.0,4.97,4.94,5.0,4.91,4.72,4.81,f,0.536986301369863,40
30408,within an hour,100,99,t,t,t,Forest Hills,Entire home,Entire home/apt,5,1.0,1 bath,2.0,3.0,255.0,2,730,3.0,4.97,4.92,5.0,4.97,4.86,4.92,f,0.6,38
30411,within an hour,100,100,f,t,t,Bedford-Stuyvesant,Entire townhouse,Entire home/apt,6,2.5,2.5 baths,1.0,3.0,429.0,2,365,3.0,4.85,4.85,4.54,4.92,4.69,4.85,f,0.6575342465753424,69
30416,within an hour,100,99,t,t,t,East Harlem,Private room in home,Private room,6,2.0,2 baths,1.0,2.0,250.0,3,30,3.0,4.93,4.88,4.98,4.88,4.37,4.7,f,0.2547945205479452,67
30417,within an hour,100,100,f,t,t,Cambria Heights,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,114.0,1,60,1.0,4.69,4.73,4.81,4.88,4.85,4.58,t,0.2657534246575342,53
30427,within an hour,93,84,t,t,t,Jamaica,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,160.0,1,365,1.0,4.96,4.96,4.88,5.0,4.64,4.84,f,0.273972602739726,43
30431,within an hour,100,87,t,t,t,Cypress Hills,Entire home,Entire home/apt,7,1.0,1 bath,3.0,3.0,385.0,2,14,3.0,4.85,4.88,4.88,4.88,4.62,4.77,f,0.3835616438356164,53
30432,within an hour,100,100,t,t,t,East New York,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,124.0,3,1125,3.0,4.93,4.96,4.96,4.89,4.7,4.85,f,0.021917808219178,55
30444,within an hour,100,100,f,f,t,Bellerose,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,108.0,1,365,1.0,4.26,4.26,4.74,4.52,4.56,4.11,t,0.3068493150684931,42
30449,within an hour,100,100,f,t,t,Murray Hill,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,469.0,1,365,1.0,3.4,5.0,5.0,4.2,4.8,3.2,t,0.6301369863013698,22
30450,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,486.0,1,365,1.0,4.63,5.0,5.0,4.88,4.88,4.38,t,0.6465753424657534,22
30453,within a few hours,100,50,t,t,t,SoHo,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,476.0,4,365,3.0,4.93,4.93,4.96,4.96,5.0,4.63,f,0.5835616438356165,23
30466,within an hour,100,94,t,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,195.0,30,365,3.0,4.85,4.88,4.85,4.94,4.61,4.64,t,0.2657534246575342,45
30469,within an hour,100,57,f,t,t,Williamsburg,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,449.0,3,60,3.0,5.0,4.8,4.9,5.0,4.8,4.6,f,0.2767123287671232,38
30473,within an hour,100,100,t,t,t,Canarsie,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,131.0,2,1125,2.0,4.87,4.93,5.0,5.0,4.6,4.8,f,0.6986301369863014,46
30476,within an hour,100,99,t,t,t,Astoria,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,187.0,1,365,1.0,4.81,4.86,4.95,4.94,4.87,4.75,t,0.0876712328767123,39
30482,within an hour,97,99,f,t,t,East Flatbush,Private room in home,Private room,2,3.0,3 baths,1.0,1.0,140.0,1,365,1.0,4.83,5.0,5.0,5.0,4.33,4.67,f,0.0,18
30491,within a few hours,93,64,t,t,t,East Harlem,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,312.0,7,365,7.0,4.75,4.65,4.95,4.85,4.85,4.8,f,0.3013698630136986,29
30492,within a few hours,93,64,t,t,t,Hell's Kitchen,Entire condo,Entire home/apt,6,1.0,1 bath,3.0,3.0,456.0,7,365,7.0,4.83,4.59,4.93,5.0,4.93,4.48,f,0.5780821917808219,30
30496,within an hour,100,92,t,t,t,Harlem,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,0.0,366.0,1,25,1.0,4.95,4.85,4.95,5.0,4.85,5.0,f,0.6082191780821918,38
30498,within an hour,100,95,t,t,t,East Elmhurst,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,51.0,3,31,3.0,4.87,4.87,4.95,4.9,4.79,4.85,f,0.3671232876712328,41
30501,within an hour,100,95,t,t,t,East Elmhurst,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,52.0,3,30,3.0,4.93,4.93,4.98,5.0,4.76,4.9,f,0.3232876712328767,37
30505,within an hour,100,100,t,t,t,Astoria,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,192.0,1,365,1.0,4.81,4.83,4.94,4.87,4.89,4.68,t,0.1041095890410958,40
30507,within an hour,100,100,f,t,t,Cypress Hills,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,258.0,3,21,3.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,52
30524,within a few hours,100,77,t,t,t,Hell's Kitchen,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,949.0,7,365,8.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.6712328767123288,65
30531,within an hour,100,100,f,t,t,Astoria,Entire home,Entire home/apt,4,1.0,1 bath,1.0,1.0,159.0,1,365,1.0,4.67,4.83,4.42,4.67,4.58,4.42,t,0.0301369863013698,37
30534,within an hour,100,99,t,t,t,Harlem,Entire townhouse,Entire home/apt,6,1.0,1 bath,3.0,4.0,562.0,2,20,7.0,4.88,4.9,4.91,4.97,4.86,4.67,f,0.410958904109589,43
30536,within a few hours,100,74,t,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,703.0,6,365,8.0,5.0,4.88,5.0,5.0,5.0,4.94,f,0.663013698630137,62
30537,within a few hours,100,74,t,t,t,West Village,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,612.0,5,365,8.0,5.0,5.0,4.94,5.0,4.94,4.82,f,0.6219178082191781,51
30539,within a few hours,100,74,t,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,560.0,6,365,8.0,5.0,5.0,5.0,5.0,5.0,4.83,f,0.3753424657534246,55
30540,within an hour,100,100,t,t,t,South Ozone Park,Private room in rental unit,Private room,4,2.0,2 baths,2.0,3.0,250.0,1,28,2.0,5.0,4.9,4.97,5.0,4.8,4.9,f,0.3397260273972602,30
30546,within an hour,100,100,f,t,t,Astoria,Private room in home,Private room,2,2.0,2 shared baths,1.0,1.0,82.0,1,365,1.0,4.69,4.8,4.87,4.85,4.76,4.67,t,0.0356164383561643,37
30547,within an hour,100,100,f,t,t,Chinatown,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,145.0,3,365,3.0,1.0,2.0,2.5,2.0,3.0,1.5,t,0.4794520547945205,29
30552,within an hour,100,100,f,t,t,Mott Haven,Private room in rental unit,Private room,4,2.0,2 shared baths,1.0,1.0,87.0,1,365,1.0,4.62,4.63,4.84,4.86,4.41,4.6,t,0.0684931506849315,35
30558,within an hour,100,100,f,t,t,Murray Hill,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,409.0,1,365,1.0,4.67,4.78,4.56,4.89,4.94,4.72,t,0.6657534246575343,22
30560,within an hour,90,98,t,t,t,Bedford-Stuyvesant,Entire condo,Entire home/apt,2,1.5,1.5 baths,2.0,2.0,212.0,1,365,1.0,4.88,4.76,4.97,4.91,4.79,4.79,f,0.1315068493150684,62
30575,within an hour,100,100,f,t,t,Astoria,Private room in home,Private room,2,2.0,2 shared baths,1.0,1.0,100.0,1,365,1.0,4.72,4.72,4.88,4.85,4.75,4.53,t,0.0273972602739726,38
30577,within an hour,100,100,f,t,t,Mott Haven,Private room in rental unit,Private room,4,2.0,2 shared baths,1.0,1.0,90.0,1,365,1.0,4.72,4.73,4.94,4.84,4.52,4.73,t,0.3205479452054794,39
30578,within an hour,100,99,t,t,t,Harlem,Entire townhouse,Entire home/apt,4,1.0,1 bath,2.0,3.0,449.0,2,20,7.0,4.77,4.85,4.77,4.89,4.72,4.58,t,0.5534246575342465,51
30581,within an hour,100,98,t,t,t,Corona,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,64.0,1,7,1.0,4.8,4.69,4.77,4.77,4.74,4.66,f,0.2602739726027397,50
30582,within an hour,100,99,t,t,t,Harlem,Entire townhouse,Entire home/apt,6,1.0,1 bath,3.0,4.0,507.0,2,20,7.0,4.82,4.88,4.83,4.88,4.77,4.68,f,0.4493150684931506,34
30586,within an hour,100,97,t,t,f,Bedford-Stuyvesant,Private room in home,Private room,6,2.0,2 baths,2.0,4.0,286.0,2,45,7.0,4.94,5.0,5.0,5.0,4.78,4.78,f,0.6054794520547945,23
30588,within an hour,100,100,f,t,t,Mott Haven,Private room in rental unit,Private room,4,2.0,2 baths,1.0,1.0,87.0,1,365,1.0,4.8,4.61,4.91,4.89,4.67,4.72,t,0.0602739726027397,35
30589,within an hour,100,100,f,t,t,Mott Haven,Private room in rental unit,Private room,3,2.0,2 baths,1.0,1.0,70.0,1,365,1.0,4.59,4.63,4.75,4.74,4.48,4.45,t,0.0328767123287671,36
30591,within an hour,100,100,f,t,t,Astoria,Private room in home,Private room,4,2.0,2 baths,1.0,1.0,105.0,1,365,1.0,4.79,4.83,4.91,4.87,4.8,4.68,t,0.0356164383561643,39
30607,within an hour,100,90,t,t,t,Harlem,Entire rental unit,Entire home/apt,10,1.0,1 bath,2.0,3.0,256.0,3,365,3.0,4.94,4.61,4.89,5.0,4.56,4.64,f,0.6054794520547945,47
30608,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,290.0,1,365,2.0,4.58,4.75,4.92,4.75,4.75,4.42,t,0.5698630136986301,22
30617,within an hour,100,99,t,t,t,Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,380.0,2,20,7.0,4.79,4.94,4.74,4.94,4.77,4.72,t,0.4767123287671233,36
30618,within an hour,100,100,t,t,t,Astoria,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,100.0,1,365,1.0,4.81,4.78,4.95,4.9,4.78,4.79,t,0.0301369863013698,36
30619,within an hour,100,100,t,t,t,Astoria,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,94.0,1,365,1.0,4.81,4.78,5.0,4.88,4.81,4.7,t,0.0273972602739726,36
30625,within an hour,100,98,f,t,t,Midtown,Entire rental unit,Entire home/apt,4,2.0,2 baths,1.0,2.0,1893.0,1,365,1.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0328767123287671,56
30647,within an hour,100,98,t,t,t,Bushwick,Entire guesthouse,Entire home/apt,2,1.0,1 bath,2.0,2.0,259.0,2,28,2.0,4.93,4.81,4.98,4.74,4.6,4.84,f,0.3287671232876712,45
30659,within an hour,93,91,f,t,t,East Elmhurst,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,81.0,2,365,2.0,4.77,4.85,4.92,4.85,4.77,4.69,f,0.0794520547945205,38
30664,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,7,1.0,1 bath,1.0,4.0,315.0,1,365,3.0,4.63,4.58,4.89,4.84,4.95,4.79,t,0.3835616438356164,43
30680,within an hour,100,94,t,t,f,East Elmhurst,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,145.0,1,1,1.0,4.89,4.9,4.98,4.92,4.84,4.7,f,0.5123287671232877,15
30684,within a few hours,100,100,t,t,t,Upper West Side,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,122.0,30,365,30.0,4.81,4.47,4.87,4.87,4.93,4.6,f,0.6328767123287671,13
30695,within an hour,100,98,f,t,t,Woodside,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,386.0,1,24,3.0,4.67,4.33,5.0,5.0,5.0,4.33,f,0.2958904109589041,34
30696,within an hour,92,50,t,t,t,Tribeca,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,0.0,549.0,3,365,3.0,4.88,5.0,4.75,4.88,5.0,4.63,f,0.0,56
30703,within an hour,100,100,t,t,t,Astoria,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,94.0,1,365,1.0,4.79,4.78,4.97,4.97,4.84,4.68,t,0.0410958904109589,36
30704,within an hour,100,100,t,t,t,Financial District,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,482.0,3,365,3.0,4.92,4.84,4.97,5.0,4.87,4.64,f,0.1835616438356164,45
30705,within an hour,100,100,t,t,t,Chelsea,Entire rental unit,Entire home/apt,10,2.0,2 baths,3.0,4.0,868.0,2,28,4.0,4.85,4.9,4.86,4.94,4.93,4.8,t,0.1452054794520547,66
30713,within an hour,100,99,f,t,t,Hell's Kitchen,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,168.0,2,365,2.0,4.04,4.04,4.35,4.35,4.3,4.04,t,0.2712328767123287,11
30714,within an hour,100,99,f,t,t,Hell's Kitchen,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,300.0,2,365,2.0,2.5,3.5,2.5,3.5,4.0,2.5,t,0.2602739726027397,12
30720,within an hour,100,98,t,f,t,Gowanus,Entire condo,Entire home/apt,6,1.0,1 bath,2.0,3.0,581.0,5,365,5.0,5.0,5.0,5.0,5.0,4.95,4.88,f,0.3232876712328767,49
30729,within an hour,100,99,f,t,t,Hell's Kitchen,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,257.0,2,365,2.0,4.22,4.11,4.44,4.78,4.89,4.56,t,0.2602739726027397,13
30730,within an hour,100,99,f,t,t,Hell's Kitchen,Private room in rental unit,Private room,2,2.0,2 baths,1.0,1.0,211.0,2,365,2.0,3.85,4.08,4.54,4.23,4.46,3.54,t,0.2602739726027397,12
30735,within an hour,100,98,f,t,t,Sunnyside,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,131.0,1,365,1.0,4.54,3.54,4.85,4.69,4.92,4.54,f,0.5068493150684932,16
30736,within an hour,100,96,t,t,t,Gowanus,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,128.0,2,6,2.0,4.91,4.91,4.87,4.94,4.79,4.74,f,0.6794520547945205,31
30739,within an hour,100,96,f,t,f,Bedford-Stuyvesant,Private room in townhouse,Private room,2,1.0,1 private bath,2.0,2.0,166.0,3,1125,6.0,5.0,4.9,5.0,5.0,4.7,5.0,f,0.6712328767123288,41
30740,within an hour,100,98,f,t,t,Woodside,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,288.0,1,24,3.0,4.18,3.73,4.73,4.82,4.55,4.0,f,0.2602739726027397,26
30749,within a few hours,100,77,t,t,t,Chelsea,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,448.0,5,365,7.0,5.0,5.0,4.83,5.0,4.92,4.75,f,0.3726027397260274,51
30779,within an hour,100,98,f,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,16,4.0,4 baths,4.0,7.0,756.0,2,365,2.0,4.71,4.57,4.91,4.89,4.69,4.51,f,0.473972602739726,25
30800,within an hour,90,91,t,t,t,Midtown,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,262.0,3,365,3.0,4.83,4.79,4.92,4.96,4.96,4.63,f,0.4684931506849315,21
30801,within an hour,100,95,t,t,t,Bedford-Stuyvesant,Private room in home,Private room,8,2.5,2.5 baths,1.0,4.0,296.0,2,28,4.0,4.85,4.95,5.0,4.91,4.6,4.8,f,0.5753424657534246,41
30810,within an hour,100,90,f,t,t,Kips Bay,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,200.0,2,365,2.0,4.67,4.71,4.67,4.86,4.86,4.52,f,0.3424657534246575,33
30811,within an hour,100,85,t,t,t,Brownsville,Private room in rental unit,Private room,5,2.0,2 baths,3.0,3.0,327.0,3,25,3.0,4.95,4.9,4.9,4.95,4.2,4.85,f,0.5506849315068493,53
30812,within an hour,100,99,t,t,t,Little Italy,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,168.0,2,365,2.0,4.65,4.41,4.76,4.76,4.88,4.53,t,0.6219178082191781,8
30813,within a few hours,100,79,f,t,t,Jamaica,Private room in home,Private room,2,2.5,2.5 baths,1.0,1.0,90.0,1,1125,1.0,5.0,4.92,4.92,5.0,4.8,4.92,f,0.5424657534246575,49
